"","ID","Entrez","Symbol","Name"
"7031","7927294","195977","ANTXRL","ANTXR like"
"7032","7927305","NA","NA","NA"
"7033","7927307","NA","NA","NA"
"7034","7927323","NA","NA","NA"
"7035","7927367","NA","NA","NA"
"7036","7927383","118738","ZNF488","zinc finger protein 488"
"7037","7927389","5599","MAPK8","mitogen-activated protein kinase 8"
"7038","7927405","57705","WDFY4","WDFY family member 4"
"7039","7927425","57705","WDFY4","WDFY family member 4"
"7040","7927474","118461","C10orf71","chromosome 10 open reading frame 71"
"7041","7927482","1103","CHAT","choline O-acetyltransferase"
"7042","7927502","6572","SLC18A3","solute carrier family 18 member A3"
"7043","7927505","282966","C10orf53","chromosome 10 open reading frame 53"
"7044","7927513","NA","NA","NA"
"7045","7927529","4477","MSMB","microseminoprotein beta"
"7046","7927536","8031","NCOA4","nuclear receptor coactivator 4"
"7047","7927548","NA","NA","NA"
"7048","7927550","100652748","TIMM23B","translocase of inner mitochondrial membrane 23 homolog B"
"7049","7927552","NA","NA","NA"
"7050","7927560","NA","NA","NA"
"7051","7927595","NA","NA","NA"
"7052","7927597","NA","NA","NA"
"7053","7927606","5592","PRKG1","protein kinase cGMP-dependent 1"
"7054","7927631","22943","DKK1","dickkopf WNT signaling pathway inhibitor 1"
"7055","7927639","NA","NA","NA"
"7056","7927641","NA","NA","NA"
"7057","7927643","NA","NA","NA"
"7058","7927645","NA","NA","NA"
"7059","7927647","NA","NA","NA"
"7060","7927649","55847","CISD1","CDGSH iron sulfur domain 1"
"7061","7927658","7321","UBE2D1","ubiquitin conjugating enzyme E2 D1"
"7062","7927669","7019","TFAM","transcription factor A, mitochondrial"
"7063","7927681","80114","BICC1","BicC family RNA binding protein 1"
"7064","7927694","84457","PHYHIPL","phytanoyl-CoA 2-hydroxylase interacting protein like"
"7065","7927704","NA","NA","NA"
"7066","7927706","NA","NA","NA"
"7067","7927708","NA","NA","NA"
"7068","7927710","983","CDK1","cyclin dependent kinase 1"
"7069","7927723","219621","CABCOCO1","ciliary associated calcium binding coiled-coil 1"
"7070","7927732","84159","ARID5B","AT-rich interaction domain 5B"
"7071","7927745","NA","NA","NA"
"7072","7927747","22891","ZNF365","zinc finger protein 365"
"7073","7927767","84890","ADO","2-aminoethanethiol dioxygenase"
"7074","7927773","NA","NA","NA"
"7075","7927775","29982","NRBF2","nuclear receptor binding factor 2"
"7076","7927784","84989","JMJD1C-AS1","JMJD1C antisense RNA 1"
"7077","7927786","221035","REEP3","receptor accessory protein 3"
"7078","7927799","221035","REEP3","receptor accessory protein 3"
"7079","7927801","305","ANXA2P3","annexin A2 pseudogene 3"
"7080","7927803","347731","LRRTM3","leucine rich repeat transmembrane neuronal 3"
"7081","7927812","NA","NA","NA"
"7082","7927814","23411","SIRT1","sirtuin 1"
"7083","7927827","84665","MYPN","myopalladin"
"7084","7927852","NA","NA","NA"
"7085","7927854","3189","HNRNPH3","heterogeneous nuclear ribonucleoprotein H3"
"7086","7927872","NA","NA","NA"
"7087","7927874","NA","NA","NA"
"7088","7927876","80312","TET1","tet methylcytosine dioxygenase 1"
"7089","7927889","55749","CCAR1","cell division cycle and apoptosis regulator 1"
"7090","7927915","219736","STOX1","storkhead box 1"
"7091","7927924","NA","NA","NA"
"7092","7927926","79009","DDX50","DExD-box helicase 50"
"7093","7927936","9188","DDX21","DExD-box helicase 21"
"7094","7927955","26128","KIF1BP","KIF1 binding protein"
"7095","7927964","5552","SRGN","serglycin"
"7096","7927972","9559","VPS26A","VPS26, retromer complex component A"
"7097","7927981","6832","SUPV3L1","Suv3 like RNA helicase"
"7098","7927998","80201","HKDC1","hexokinase domain containing 1"
"7099","7928019","3098","HK1","hexokinase 1"
"7100","7928046","23555","TSPAN15","tetraspanin 15"
"7101","7928058","NA","NA","NA"
"7102","7928060","NA","NA","NA"
"7103","7928062","NA","NA","NA"
"7104","7928064","219738","FAM241B","family with sequence similarity 241 member B"
"7105","7928069","1305","COL13A1","collagen type XIII alpha 1 chain"
"7106","7928107","55506","H2AFY2","H2A histone family member Y2"
"7107","7928119","1979","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2"
"7108","7928126","27143","PALD1","phosphatase domain containing paladin 1"
"7109","7928147","140766","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14"
"7110","7928171","8879","SGPL1","sphingosine-1-phosphate lyase 1"
"7111","7928189","219699","UNC5B","unc-5 netrin receptor B"
"7112","7928208","55315","SLC29A3","solute carrier family 29 member 3"
"7113","7928216","NA","NA","NA"
"7114","7928218","64072","CDH23","cadherin related 23"
"7115","7928291","9469","CHST3","carbohydrate sulfotransferase 3"
"7116","7928298","NA","NA","NA"
"7117","7928300","119504","ANAPC16","anaphase promoting complex subunit 16"
"7118","7928306","NA","NA","NA"
"7119","7928308","54541","DDIT4","DNA damage inducible transcript 4"
"7120","7928314","NA","NA","NA"
"7121","7928316","NA","NA","NA"
"7122","7928318","90550","MCU","mitochondrial calcium uniporter"
"7123","7928328","NA","NA","NA"
"7124","7928330","170392","OIT3","oncoprotein induced transcript 3"
"7125","7928342","25961","NUDT13","nudix hydrolase 13"
"7126","7928354","317662","FAM149B1","family with sequence similarity 149 member B1"
"7127","7928363","NA","NA","NA"
"7128","7928365","NA","NA","NA"
"7129","7928367","NA","NA","NA"
"7130","7928369","9632","SEC24C","SEC24 homolog C, COPII coat complex component"
"7131","7928395","170384","FUT11","fucosyltransferase 11"
"7132","7928401","118487","CHCHD1","coiled-coil-helix-coiled-coil-helix domain containing 1"
"7133","7928408","23053","ZSWIM8","zinc finger SWIM-type containing 8"
"7134","7928411","23053","ZSWIM8","zinc finger SWIM-type containing 8"
"7135","7928429","5328","PLAU","plasminogen activator, urokinase"
"7136","7928444","7414","VCL","vinculin"
"7137","7928471","132","ADK","adenosine kinase"
"7138","7928489","NA","NA","NA"
"7139","7928491","23522","KAT6B","lysine acetyltransferase 6B"
"7140","7928514","NA","NA","NA"
"7141","7928516","142891","SAMD8","sterile alpha motif domain containing 8"
"7142","7928524","7417","VDAC2","voltage dependent anion channel 2"
"7143","7928529","84858","ZNF503","zinc finger protein 503"
"7144","7928531","100131213","ZNF503-AS2","ZNF503 antisense RNA 2"
"7145","7928534","83938","LRMDA","leucine rich melanocyte differentiation associated"
"7146","7928543","NA","NA","NA"
"7147","7928545","100128292","DLG5-AS1","DLG5 antisense RNA 1"
"7148","7928547","NA","NA","NA"
"7149","7928549","NA","NA","NA"
"7150","7928551","6229","RPS24","ribosomal protein S24"
"7151","7928556","NA","NA","NA"
"7152","7928558","57178","ZMIZ1","zinc finger MIZ-type containing 1"
"7153","7928589","10105","PPIF","peptidylprolyl isomerase F"
"7154","7928600","NA","NA","NA"
"7155","7928630","NA","NA","NA"
"7156","7928632","NA","NA","NA"
"7157","7928653","NA","NA","NA"
"7158","7928661","NA","NA","NA"
"7159","7928671","80195","TMEM254","transmembrane protein 254"
"7160","7928679","219348","PLAC9","placenta associated 9"
"7161","7928685","84332","DYDC2","DPY30 domain containing 2"
"7162","7928695","84293","PRXL2A","peroxiredoxin like 2A"
"7163","7928705","81619","TSPAN14","tetraspanin 14"
"7164","7928723","387694","SH2D4B","SH2 domain containing 4B"
"7165","7928736","10718","NRG3","neuregulin 3"
"7166","7928746","NA","NA","NA"
"7167","7928748","NA","NA","NA"
"7168","7928750","NA","NA","NA"
"7169","7928752","27069","GHITM","growth hormone inducible transmembrane protein"
"7170","7928766","387695","C10orf99","chromosome 10 open reading frame 99"
"7171","7928770","92211","CDHR1","cadherin related family member 1"
"7172","7928789","5995","RGR","retinal G protein coupled receptor"
"7173","7928800","54462","CCSER2","coiled-coil serine rich protein 2"
"7174","7928815","NA","NA","NA"
"7175","7928817","NA","NA","NA"
"7176","7928819","NA","NA","NA"
"7177","7928821","NA","NA","NA"
"7178","7928823","94233","OPN4","opsin 4"
"7179","7928838","11155","LDB3","LIM domain binding 3"
"7180","7928855","657","BMPR1A","bone morphogenetic protein receptor type 1A"
"7181","7928870","NA","NA","NA"
"7182","7928872","6623","SNCG","synuclein gamma"
"7183","7928882","NA","NA","NA"
"7184","7928890","NA","NA","NA"
"7185","7928907","NA","NA","NA"
"7186","7928909","54537","SHLD2","shieldin complex subunit 2"
"7187","7928915","NA","NA","NA"
"7188","7928937","9562","MINPP1","multiple inositol-polyphosphate phosphatase 1"
"7189","7928944","9060","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"7190","7928959","5728","PTEN","phosphatase and tensin homolog"
"7191","7928967","142910","LIPJ","lipase family member J"
"7192","7928982","8513","LIPF","lipase F, gastric type"
"7193","7928994","643414","LIPK","lipase family member K"
"7194","7928999","643418","LIPN","lipase family member N"
"7195","7929003","340654","LIPM","lipase family member M"
"7196","7929012","NA","NA","NA"
"7197","7929026","100132116","ACTA2-AS1","ACTA2 antisense RNA 1"
"7198","7929032","355","FAS","Fas cell surface death receptor"
"7199","7929047","3433","IFIT2","interferon induced protein with tetratricopeptide repeats 2"
"7200","7929052","3437","IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"7201","7929061","439996","IFIT1B","interferon induced protein with tetratricopeptide repeats 1B"
"7202","7929065","3434","IFIT1","interferon induced protein with tetratricopeptide repeats 1"
"7203","7929072","24138","IFIT5","interferon induced protein with tetratricopeptide repeats 5"
"7204","7929078","9585","KIF20B","kinesin family member 20B"
"7205","7929114","NA","NA","NA"
"7206","7929116","10556","RPP30","ribonuclease P/MRP subunit p30"
"7207","7929130","NA","NA","NA"
"7208","7929132","84333","PCGF5","polycomb group ring finger 5"
"7209","7929145","143279","HECTD2","HECT domain E3 ubiquitin protein ligase 2"
"7210","7929168","80351","TNKS2","tankyrase 2"
"7211","7929201","9044","BTAF1","B-TFIID TATA-box binding protein associated factor 1"
"7212","7929243","55651","NHP2","NHP2 ribonucleoprotein"
"7213","7929247","54708","MARCH5","membrane associated ring-CH-type finger 5"
"7214","7929256","NA","NA","NA"
"7215","7929258","3832","KIF11","kinesin family member 11"
"7216","7929282","3087","HHEX","hematopoietically expressed homeobox"
"7217","7929288","54536","EXOC6","exocyst complex component 6"
"7218","7929315","340665","CYP26C1","cytochrome P450 family 26 subfamily C member 1"
"7219","7929322","1592","CYP26A1","cytochrome P450 family 26 subfamily A member 1"
"7220","7929332","NA","NA","NA"
"7221","7929334","55165","CEP55","centrosomal protein 55"
"7222","7929344","338557","FFAR4","free fatty acid receptor 4"
"7223","7929350","5146","PDE6C","phosphodiesterase 6C"
"7224","7929373","9211","LGI1","leucine rich glioma inactivated 1"
"7225","7929383","159371","SLC35G1","solute carrier family 35 member G1"
"7226","7929388","51196","PLCE1","phospholipase C epsilon 1"
"7227","7929424","23232","TBC1D12","TBC1 domain family member 12"
"7228","7929438","3070","HELLS","helicase, lymphoid specific"
"7229","7929466","1562","CYP2C18","cytochrome P450 family 2 subfamily C member 18"
"7230","7929478","1557","CYP2C19","cytochrome P450 family 2 subfamily C member 19"
"7231","7929487","1559","CYP2C9","cytochrome P450 family 2 subfamily C member 9"
"7232","7929497","142827","ACSM6","acyl-CoA synthetase medium chain family member 6"
"7233","7929511","953","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1"
"7234","7929525","387707","CC2D2B","coiled-coil and C2 domain containing 2B"
"7235","7929533","387707","CC2D2B","coiled-coil and C2 domain containing 2B"
"7236","7929541","387707","CC2D2B","coiled-coil and C2 domain containing 2B"
"7237","7929550","54619","CCNJ","cyclin J"
"7238","7929562","9849","ZNF518A","zinc finger protein 518A"
"7239","7929574","1791","DNTT","DNA nucleotidylexotransferase"
"7240","7929589","NA","NA","NA"
"7241","7929591","NA","NA","NA"
"7242","7929593","NA","NA","NA"
"7243","7929596","84458","LCOR","ligand dependent nuclear receptor corepressor"
"7244","7929609","84458","LCOR","ligand dependent nuclear receptor corepressor"
"7245","7929612","NA","NA","NA"
"7246","7929614","NA","NA","NA"
"7247","7929616","10023","FRAT1","FRAT regulator of WNT signaling pathway 1"
"7248","7929624","NA","NA","NA"
"7249","7929634","84287","ZDHHC16","zinc finger DHHC-type containing 16"
"7250","7929649","80019","UBTD1","ubiquitin domain containing 1"
"7251","7929653","26287","ANKRD2","ankyrin repeat domain 2"
"7252","7929664","112817","HOGA1","4-hydroxy-2-oxoglutarate aldolase 1"
"7253","7929674","414157","C10orf62","chromosome 10 open reading frame 62"
"7254","7929677","55361","PI4K2A","phosphatidylinositol 4-kinase type 2 alpha"
"7255","7929689","83742","MARVELD1","MARVEL domain containing 1"
"7256","7929692","118813","ZFYVE27","zinc finger FYVE-type containing 27"
"7257","7929711","401647","GOLGA7B","golgin A7 family member B"
"7258","7929719","27291","R3HCC1L","R3H domain and coiled-coil containing 1 like"
"7259","7929732","26507","CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1"
"7260","7929744","159296","NKX2-3","NK2 homeobox 3"
"7261","7929750","57089","ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7"
"7262","7929768","51076","CUTC","cutC copper transporter"
"7263","7929779","1244","ABCC2","ATP binding cassette subfamily C member 2"
"7264","7929812","NA","NA","NA"
"7265","7929814","NA","NA","NA"
"7266","7929816","6319","SCD","stearoyl-CoA desaturase"
"7267","7929822","7479","WNT8B","Wnt family member 8B"
"7268","7929831","55662","HIF1AN","hypoxia inducible factor 1 subunit alpha inhibitor"
"7269","7929840","5076","PAX2","paired box 2"
"7270","7929858","55719","SLF2","SMC5-SMC6 complex localization factor 2"
"7271","7929882","57715","SEMA4G","semaphorin 4G"
"7272","7929901","56652","TWNK","twinkle mtDNA helicase"
"7273","7929911","84445","LZTS2","leucine zipper tumor suppressor 2"
"7274","7929919","81855","SFXN3","sideroflexin 3"
"7275","7929932","81621","KAZALD1","Kazal type serine peptidase inhibitor domain 1"
"7276","7929945","NA","NA","NA"
"7277","7929947","3195","TLX1","T cell leukemia homeobox 1"
"7278","7929952","NA","NA","NA"
"7279","7929954","NA","NA","NA"
"7280","7929956","NA","NA","NA"
"7281","7929958","8945","BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase"
"7282","7929976","25911","DPCD","deleted in primary ciliary dyskinesia homolog (mouse)"
"7283","7929986","NA","NA","NA"
"7284","7929988","79803","HPS6","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3"
"7285","7929990","23082","PPRC1","PPARG related coactivator 1"
"7286","7930008","9221","NOLC1","nucleolar and coiled-body phosphoprotein 1"
"7287","7930025","83401","ELOVL3","ELOVL fatty acid elongase 3"
"7288","7930031","8729","GBF1","golgi brefeldin A resistant guanine nucleotide exchange factor 1"
"7289","7930074","4791","NFKB2","nuclear factor kappa B subunit 2"
"7290","7930099","79176","FBXL15","F-box and leucine rich repeat protein 15"
"7291","7930106","79847","MFSD13A","major facilitator superfamily domain containing 13A"
"7292","7930120","51684","SUFU","SUFU negative regulator of hedgehog signaling"
"7293","7930137","NA","NA","NA"
"7294","7930139","81603","TRIM8","tripartite motif containing 8"
"7295","7930148","118980","SFXN2","sideroflexin 2"
"7296","7930162","54838","WBP1L","WW domain binding protein 1 like"
"7297","7930168","NA","NA","NA"
"7298","7930170","NA","NA","NA"
"7299","7930179","NA","NA","NA"
"7300","7930181","NA","NA","NA"
"7301","7930194","54805","CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2"
"7302","7930205","729020","RPEL1","ribulose-5-phosphate-3-epimerase like 1"
"7303","7930208","9118","INA","internexin neuronal intermediate filament protein alpha"
"7304","7930213","6877","TAF5","TATA-box binding protein associated factor 5"
"7305","7930226","22984","PDCD11","programmed cell death 11"
"7306","7930264","9148","NEURL1","neuralized E3 ubiquitin protein ligase 1"
"7307","7930274","NA","NA","NA"
"7308","7930276","9748","SLK","STE20 like kinase"
"7309","7930299","119392","SFR1","SWI5 dependent homologous recombination repair protein 1"
"7310","7930304","9446","GSTO1","glutathione S-transferase omega 1"
"7311","7930311","119391","GSTO2","glutathione S-transferase omega 2"
"7312","7930320","159686","CFAP58","cilia and flagella associated protein 58"
"7313","7930341","22986","SORCS3","sortilin related VPS10 domain containing receptor 3"
"7314","7930376","NA","NA","NA"
"7315","7930378","NA","NA","NA"
"7316","7930380","120","ADD3","adducin 3"
"7317","7930398","4601","MXI1","MAX interactor 1, dimerization protein"
"7318","7930413","1847","DUSP5","dual specificity phosphatase 5"
"7319","7930422","9126","SMC3","structural maintenance of chromosomes 3"
"7320","7930450","NA","NA","NA"
"7321","7930452","NA","NA","NA"
"7322","7930454","27250","PDCD4","programmed cell death 4"
"7323","7930470","8036","SHOC2","SHOC2 leucine rich repeat scaffold protein"
"7324","7930482","150","ADRA2A","adrenoceptor alpha 2A"
"7325","7930487","6975","TECTB","tectorin beta"
"7326","7930498","51703","ACSL5","acyl-CoA synthetase long chain family member 5"
"7327","7930524","143187","VTI1A","vesicle transport through interaction with t-SNAREs 1A"
"7328","7930533","NA","NA","NA"
"7329","7930537","6934","TCF7L2","transcription factor 7 like 2"
"7330","7930559","NA","NA","NA"
"7331","7930561","3026","HABP2","hyaluronan binding protein 2"
"7332","7930577","840","CASP7","caspase 7"
"7333","7930593","79949","PLEKHS1","pleckstrin homology domain containing S1"
"7334","7930612","NA","NA","NA"
"7335","7930614","374354","NHLRC2","NHL repeat containing 2"
"7336","7930627","153","ADRB1","adrenoceptor beta 1"
"7337","7930629","NA","NA","NA"
"7338","7930631","56165","TDRD1","tudor domain containing 1"
"7339","7930663","340706","VWA2","von Willebrand factor A domain containing 2"
"7340","7930680","NA","NA","NA"
"7341","7930682","57700","FAM160B1","family with sequence similarity 160 member B1"
"7342","7930703","142940","TRUB1","TruB pseudouridine synthase family member 1"
"7343","7930714","26033","ATRNL1","attractin like 1"
"7344","7930750","374355","CCDC172","coiled-coil domain containing 172"
"7345","7930760","119548","PNLIPRP3","pancreatic lipase related protein 3"
"7346","7930775","NA","NA","NA"
"7347","7930777","5406","PNLIP","pancreatic lipase"
"7348","7930790","5407","PNLIPRP1","pancreatic lipase related protein 1"
"7349","7930804","5408","PNLIPRP2","pancreatic lipase related protein 2 (gene/pseudogene)"
"7350","7930818","387712","ENO4","enolase 4"
"7351","7930833","338567","KCNK18","potassium two pore domain channel subfamily K member 18"
"7352","7930837","6571","SLC18A2","solute carrier family 18 member A2"
"7353","7930857","2018","EMX2","empty spiracles homeobox 2"
"7354","7930861","255082","CASC2","cancer susceptibility 2"
"7355","7930870","56993","TOMM22","translocase of outer mitochondrial membrane 22"
"7356","7930872","340719","NANOS1","nanos C2HC-type zinc finger 1"
"7357","7930880","NA","NA","NA"
"7358","7930882","NA","NA","NA"
"7359","7930894","2869","GRK5","G protein-coupled receptor kinase 5"
"7360","7930915","NA","NA","NA"
"7361","7930917","2869","GRK5","G protein-coupled receptor kinase 5"
"7362","7930919","NA","NA","NA"
"7363","7930921","9531","BAG3","BCL2 associated athanogene 3"
"7364","7930927","22876","INPP5F","inositol polyphosphate-5-phosphatase F"
"7365","7930954","NA","NA","NA"
"7366","7930956","11196","SEC23IP","SEC23 interacting protein"
"7367","7930980","196051","PLPP4","phospholipid phosphatase 4"
"7368","7930994","404216","LINC01561","long intergenic non-protein coding RNA 1561"
"7369","7930996","55717","WDR11","WD repeat domain 11"
"7370","7931027","NA","NA","NA"
"7371","7931029","NA","NA","NA"
"7372","7931031","10579","TACC2","transforming acidic coiled-coil containing protein 2"
"7373","7931062","118663","BTBD16","BTB domain containing 16"
"7374","7931079","NA","NA","NA"
"7375","7931081","59338","PLEKHA1","pleckstrin homology domain containing A1"
"7376","7931097","5654","HTRA1","HtrA serine peptidase 1"
"7377","7931108","1755","DMBT1","deleted in malignant brain tumors 1"
"7378","7931140","375940","DMBT1P1","deleted in malignant brain tumors 1 pseudogene 1"
"7379","7931152","NA","NA","NA"
"7380","7931155","118670","FAM24A","family with sequence similarity 24 member A"
"7381","7931159","118672","PSTK","phosphoseryl-tRNA kinase"
"7382","7931168","36","ACADSB","acyl-CoA dehydrogenase short/branched chain"
"7383","7931181","340784","HMX3","H6 family homeobox 3"
"7384","7931184","3167","HMX2","H6 family homeobox 2"
"7385","7931187","9184","BUB3","BUB3 mitotic checkpoint protein"
"7386","7931199","2849","GPR26","G protein-coupled receptor 26"
"7387","7931204","64077","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase"
"7388","7931214","NA","NA","NA"
"7389","7931216","23172","ABRAXAS2","abraxas 2, BRISC complex subunit"
"7390","7931226","54764","ZRANB1","zinc finger RANBP2-type containing 1"
"7391","7931239","26098","EDRF1","erythroid differentiation regulatory factor 1"
"7392","7931268","56647","BCCIP","BRCA2 and CDKN1A interacting protein"
"7393","7931281","92565","FANK1","fibronectin type III and ankyrin repeat domains 1"
"7394","7931293","1793","DOCK1","dedicator of cytokinesis 1"
"7395","7931346","NA","NA","NA"
"7396","7931348","399823","FOXI2","forkhead box I2"
"7397","7931353","5791","PTPRE","protein tyrosine phosphatase receptor type E"
"7398","7931379","4255","MGMT","O-6-methylguanine-DNA methyltransferase"
"7399","7931387","NA","NA","NA"
"7400","7931389","119437","CTAGE7P","CTAGE family member 7, pseudogene"
"7401","7931393","10539","GLRX3","glutaredoxin 3"
"7402","7931403","NA","NA","NA"
"7403","7931405","55844","PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta"
"7404","7931417","282973","JAKMIP3","Janus kinase and microtubule interacting protein 3"
"7405","7931439","10570","DPYSL4","dihydropyrimidinase like 4"
"7406","7931455","80313","LRRC27","leucine rich repeat containing 27"
"7407","7931469","170394","PWWP2B","PWWP domain containing 2B"
"7408","7931473","170393","C10orf91","chromosome 10 open reading frame 91 (putative)"
"7409","7931479","3632","INPP5A","inositol polyphosphate-5-phosphatase A"
"7410","7931500","84435","ADGRA1","adhesion G protein-coupled receptor A1"
"7411","7931519","85442","KNDC1","kinase non-catalytic C-lobe domain containing 1"
"7412","7931553","8433","UTF1","undifferentiated embryonic cell transcription factor 1"
"7413","7931556","27287","VENTX","VENT homeobox"
"7414","7931561","NA","NA","NA"
"7415","7931571","NA","NA","NA"
"7416","7931582","196743","PAOX","polyamine oxidase"
"7417","7931607","92170","MTG1","mitochondrial ribosome associated GTPase 1"
"7418","7931623","619207","SCART1","scavenger receptor family member expressed on T cells 1"
"7419","7931643","1571","CYP2E1","cytochrome P450 family 2 subfamily E member 1"
"7420","7931665","NA","NA","NA"
"7421","7931674","347688","TUBB8","tubulin beta 8 class VIII"
"7422","7931681","NA","NA","NA"
"7423","7931683","22982","DIP2C","disco interacting protein 2 homolog C"
"7424","7931726","NA","NA","NA"
"7425","7931728","23185","LARP4B","La ribonucleoprotein domain family member 4B"
"7426","7931748","91734","IDI2","isopentenyl-diphosphate delta isomerase 2"
"7427","7931754","3422","IDI1","isopentenyl-diphosphate delta isomerase 1"
"7428","7931764","105","ADARB2","adenosine deaminase RNA specific B2 (inactive)"
"7429","7931778","10531","PITRM1","pitrilysin metallopeptidase 1"
"7430","7931810","1316","KLF6","Kruppel like factor 6"
"7431","7931822","NA","NA","NA"
"7432","7931824","389932","AKR1C6P","aldo-keto reductase family 1 member C6, pseudogene"
"7433","7931830","NA","NA","NA"
"7434","7931832","1646","AKR1C2","aldo-keto reductase family 1 member C2"
"7435","7931838","NA","NA","NA"
"7436","7931840","340811","AKR1C8P","aldo-keto reductase family 1 member C8, pseudogene"
"7437","7931850","NA","NA","NA"
"7438","7931852","79861","TUBAL3","tubulin alpha like 3"
"7439","7931859","51806","CALML5","calmodulin like 5"
"7440","7931863","79754","ASB13","ankyrin repeat and SOCS box containing 13"
"7441","7931873","2665","GDI2","GDP dissociation inhibitor 2"
"7442","7931888","54522","ANKRD16","ankyrin repeat domain 16"
"7443","7931899","3601","IL15RA","interleukin 15 receptor subunit alpha"
"7444","7931914","3559","IL2RA","interleukin 2 receptor subunit alpha"
"7445","7931926","NA","NA","NA"
"7446","7931928","NA","NA","NA"
"7447","7931930","5588","PRKCQ","protein kinase C theta"
"7448","7931951","57713","SFMBT2","Scm like with four mbt domains 2"
"7449","7931975","NA","NA","NA"
"7450","7931977","80760","ITIH5","inter-alpha-trypsin inhibitor heavy chain 5"
"7451","7932000","22944","KIN","Kin17 DNA and RNA binding protein"
"7452","7932014","399717","GATA3-AS1","GATA3 antisense RNA 1"
"7453","7932017","NA","NA","NA"
"7454","7932019","414196","CELF2-AS1","CELF2 antisense RNA 1"
"7455","7932023","9712","USP6NL","USP6 N-terminal like"
"7456","7932041","26019","UPF2","UPF2 regulator of nonsense mediated mRNA decay"
"7457","7932067","NA","NA","NA"
"7458","7932069","11164","NUDT5","nudix hydrolase 5"
"7459","7932082","83643","CCDC3","coiled-coil domain containing 3"
"7460","7932086","NA","NA","NA"
"7461","7932088","221044","UCMA","upper zone of growth plate and cartilage matrix associated"
"7462","7932094","5264","PHYH","phytanoyl-CoA 2-hydroxylase"
"7463","7932109","22929","SEPHS1","selenophosphate synthetase 1"
"7464","7932118","222389","BEND7","BEN domain containing 7"
"7465","7932130","NA","NA","NA"
"7466","7932132","55691","FRMD4A","FERM domain containing 4A"
"7467","7932160","83641","FAM107B","family with sequence similarity 107 member B"
"7468","7932177","441549","CDNF","cerebral dopamine neurotrophic factor"
"7469","7932186","64421","DCLRE1C","DNA cross-link repair 1C"
"7470","7932209","NA","NA","NA"
"7471","7932211","NA","NA","NA"
"7472","7932214","NA","NA","NA"
"7473","7932221","221060","RPP38-DT","RPP38 divergent transcript"
"7474","7932227","9397","NMT2","N-myristoyltransferase 2"
"7475","7932243","221061","FAM171A1","family with sequence similarity 171 member A1"
"7476","7932254","8516","ITGA8","integrin subunit alpha 8"
"7477","7932285","80013","MINDY3","MINDY lysine 48 deubiquitinase 3"
"7478","7932304","NA","NA","NA"
"7479","7932306","NA","NA","NA"
"7480","7932308","389941","C1QL3","complement C1q like 3"
"7481","7932311","6251","RSU1","Ras suppressor protein 1"
"7482","7932326","8029","CUBN","cubilin"
"7483","7932390","1787","TRDMT1","tRNA aspartic acid methyltransferase 1"
"7484","7932407","338596","ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"7485","7932418","NA","NA","NA"
"7486","7932420","9200","HACD1","3-hydroxyacyl-CoA dehydratase 1"
"7487","7932433","221078","NSUN6","NOP2/Sun RNA methyltransferase 6"
"7488","7932445","NA","NA","NA"
"7489","7932447","NA","NA","NA"
"7490","7932449","NA","NA","NA"
"7491","7932451","NA","NA","NA"
"7492","7932453","10529","NEBL","nebulette"
"7493","7932492","387638","C10orf113","chromosome 10 open reading frame 113"
"7494","7932495","399726","MIR1915HG","MIR1915 host gene"
"7495","7932498","387640","SKIDA1","SKI/DACH domain containing 1"
"7496","7932508","NA","NA","NA"
"7497","7932510","NA","NA","NA"
"7498","7932512","64215","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1"
"7499","7932528","340900","EBLN1","endogenous Bornavirus like nucleoprotein 1"
"7500","7932530","5305","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha"
"7501","7932542","256815","C10orf67","chromosome 10 open reading frame 67"
"7502","7932548","NA","NA","NA"
"7503","7932550","NA","NA","NA"
"7504","7932552","NA","NA","NA"
"7505","7932554","57584","ARHGAP21","Rho GTPase activating protein 21"
"7506","7932584","56952","PRTFDC1","phosphoribosyl transferase domain containing 1"
"7507","7932598","219670","ENKUR","enkurin, TRPC channel interacting protein"
"7508","7932608","NA","NA","NA"
"7509","7932610","NA","NA","NA"
"7510","7932612","NA","NA","NA"
"7511","7932614","NA","NA","NA"
"7512","7932616","10006","ABI1","abl interactor 1"
"7513","7932635","NA","NA","NA"
"7514","7932637","22852","ANKRD26","ankyrin repeat domain 26"
"7515","7932676","NA","NA","NA"
"7516","7932678","10730","YME1L1","YME1 like 1 ATPase"
"7517","7932703","91452","ACBD5","acyl-CoA binding domain containing 5"
